date,AAA,AAM,AAT,ABR,ABS,ABT,ACB,ACC,ANCUONGWOOD,ACL,CLEVERADS,DAMSAN,AGRE,AGM,AGR,AMD,ANV,APC,APG,APHOLD,ASGC,ASM,ASP,TASECOAIRS,BAFVN,BBC,BCE,BCG,BIDC,BDFC,BHN,BIC,BID,BKGVN,BMC,BMI,BMP,BRC,BSI,BTP,BTT,BVH,BIWASE,C32,C47,CAV,CCI,CCL,CDC,CHP,CIG,CII,CIIC,CLC,CLL,CLW,CMG,CMV,CMX,CNG,COM,CREATEVN,CENLAND,CSM,CSV,CTD,CTF,CTG,CTI,CTR,CTS,CVT,D2D,DAG,DAH,PTTHUYSAN,DBC,BIDIP,DBT,DC4,DCL,DCM,DGC,DGW,DHA,DHC,DHG,DHM,DIG,DLG,DMC,DATPHUONG,DPM,DPR,DQC,DRC,DRH,DRL,DSN,DTA,DTL,DTT,DVP,DXG,DXRES,DXV,E1VFVN30,EIB,ELC,EMC,EVE,EVNF,EVGC,FCM,FCN,FDC,FIRSTREAL,FIT,FLC,FMC,FPT,FPTR,FPTS,10919,12615,TCREIT,2040143,10929,11096,2040177,FUEMAV30,FUESSV30,E1SSHN30,ETFSSIAM,FUEVFVND,FUEVN100,GABJSC,GAS,GDT,GLEC,GELEX,GIL,GMC,GMD,10966,GSP,GTA,VNRG,HAG,HAH,HAI,HAP,HAR,HAS,HAX,HBC,HCDG,HCM,HDB,HDC,HDG,HHPPAPER,HHS,HAMADECO,HALCOM,APYB,HMC,HNG,HOT,HPG,HAIPHATGROUP,HQC,HRC,HSG,HHSLAGRI,HT1,HTI,HTL,HTINCONS,HTV,HU1,HU3,TTHC,HVCIT,VNAIR,HVX,IBC,CTIN,IDI,IJC,ICDLB,IMP,ITA,ITC,ITD,JVC,KBC,KDC,KDH,KHAIHOANLAND,KHP,KMR,KOSY,KPF,KSB,L10,LAF,LBM,LCG,LDGROUP,EVNLC,LGC,LGL,LHG,LIX,LM8,LVB,LSS,MBB,MCG,MCP,MDG,MHC,MINC,MSB,SHGC,MSN,MWG,NAF,NAV,NBB,NCT,NHA,NHH,NHTOYS,NKG,NLG,NNC,12215,NSC,NT2,NTL,NOVALAND,NVT,OCB,OGC,OPC,ORS,PAC,PAN,PCC1,PDN,PDR,PET,PGC,PGD,PGI,GEN3,PHC,PHR,PIT,PJT,PHALE,PETRO,PMGAS,PNC,PNJ,POM,PVPOWER,PPC,NSHPETRO,PTB,PTC,PTL,PVD,PVT,QBS,QCG,RAL,RDP,REE,SS4A,SBCO,SAM,SAV,SBA,SBT,SIAMB,SC5,SCD,SCR,SCSC,SFC,SFG,SFI,SAGS,SGR,SGT,SHA,SHB,SHI,SHP,SII,SJD,SJF,SJS,SKG,SMA,SMB,SMC,SPM,SRC,SRF,SEAB,SSC,SSI,ST8,STB,STG,CENTURY,SVC,SVD,SVI,SVT,SIDC,SZL,TBC,TCB,TRACODI,HHSF,TCL,TCM,TCO,TCR,TCT,TDC,TDGAS,TDH,TDMWATER,TDP,TDW,TEG,TGIC,THG,THIBIDI,TIP,TIX,TLDECO,TLG,TLH,TMP,TMS,TMT,TN1,TNA,TNC,BVQTTN,TNGROUP,TNT,TPB,TPC,TRA,TRC,TSC,TTA,TTB,DIENTRUONGTHINH,TTF,TV2,TRVS,TVS,VICOTEX,TYA,UDC,UIC,VAF,VCA,VCB,VCF,VCG,VCSC,VIDIPHA,VDS,VFG,VGC,VHC,NHN,VIB,VIC,VID,VIP,VIX,VIETJET,VMD,VND,VNE,VNG,VNL,VNM,VNS,VOS,VPB,VNPD,VPG,VPH,VPVICTO,VIPES,VRC,VRJSC,VSC,VSH,VSI,VTB,VTO,YBMC,YEGCORP
2022-12-26T00:00:00,6680,11500,4790,9330,5250,34700,22100,11300,35400,10000,24200,9500,30000,8920,7300,1090,20950,13000,6180,6900,24500,7570,5180,52100,17200,55700,5650,6380,78000,16900,45000,24950,38800,3370,12000,20000,59700,10150,17300,13500,39650,45500,47850,18350,7200,50800,27000,5120,18450,22100,3810,12200,19650,32000,24900,24300,36900,8960,7100,23800,26900,5340,9300,14650,29700,32550,29800,26050,11650,50000,12550,42000,22750,3520,4100,9800,13200,39500,10800,6610,23100,25900,54900,36750,34100,29000,84500,9730,14750,2050,40050,25150,41850,51500,16300,20200,3770,65200,50300,4900,26500,11900,45700,12300,6000,3900,17160,26200,9000,12400,14600,8600,3190,3420,8750,19850,45500,3470,3570,31350,76400,66900,17250,14000,11400,6480,7810,7050,6550,8480,11700,12140,13400,14140,21820,12820,196400,102600,33950,14100,12900,18300,10000,44600,9500,8700,11800,13350,8030,29400,1580,4150,3260,6880,15450,8940,5400,19750,16250,28400,29900,8080,3530,8390,3000,4060,9740,4000,25000,17100,4750,2680,55000,11000,4210,9850,16000,17400,12900,10500,7410,5400,15000,4690,12650,2640,2790,13700,10050,12000,25000,59000,3820,6560,11900,2930,20000,62300,24650,4050,7700,2660,37700,12000,16800,25000,15300,42000,7050,3890,5650,54000,2900,20950,40000,9010,12100,6280,16800,2950,16000,11900,3830,14600,12000,32700,91500,42600,9200,18400,12750,84400,10800,13800,13200,11550,28950,19500,8940,68901.77,28000,15100,14050,7700,15900,7180,26700,8380,33200,14600,20100,139600,12150,17700,15050,25700,25800,17650.36,5600,38250,4800,9000,4000,30200,11800,9250,108000,5120,10300,12700,4440,41200,5020,3350,17600,20150,1860,3800,78000,6790,70300,35400,173000,6000,14550,22400,13750,11200,16600,18450,5210,71000,19000,9480,31500,62000,13200,12000,3740,9630,14800,25950,13800,15000,3100,46100,13200,7110,43100,9350,14000,16400,10250,31650,28250,17050,7790,21900,42500,25800,100000,2810,59200,10850,25050,49500,29300,25700,5630,6480,30850,48300,6850,3170,35400,9910,3400,2660,36150,30700,40250,8000,3850,42000,25850,16900,32500,2800,49500,6040,51000,59000,9130,17400,6410,68400,33500,2890,3160,21000,7000,86100,29700,3150,9300,3300,11950,4020,21800,3560,22500,23400,12250,5090,36800,8820,10600,78900,237800,15800,22300.8,37300,7050,35000,33950,66900,47000,18350,52900,6390,8110,6460,108900,20950,13050,9130,9800,20900,76000,17500,10350,17200,22750,13650,3790,55700,8990,8000,24550,30300,32000,19000,12900,7200,5670,9070
2022-11-30T00:00:00,7550,11600,5900,9720,6260,32650,22100,11000,36300,11400,27400,10450,32273.05,11050,8100,1240,21900,15150,4880,8000,25000,8470,5830,50700,17550,52900,6110,7060,80800,17600,45000,28000,41100,4300,12200,21750,59300,10600,18350,13200,33900,48450,44000,18600,7800,48500,23000,5850,18450,22016.8,4430,14350,24600,31400,24900,32350,41200,8550,7650,24600,28550,5470,11100,14700,32600,35000,28200,27250,11700,52500,11000,45850,23800,4000,4310,11300,14600,36300,11700,7650,23700,29100,58214.31,44250,31300,32163.2,86000,9990,15800,2370,42600,29100,40900,51000,15450,20450,4170,66997,51400,6750,24500,11650,48621.51,12800,6970,4290,17800,22000,9510,11400,14250,7200,4110,3640,8900,20300,47300,4080,3570,34300,74600,71000,19350,13600,9260,7300,8000,7250,6940,8230,12370,13400,14160,13940,22800,13250,196400,110200,33832.56,12350,14950,25900,12650,47400,13900,9180,12900,14200,9050,30800,1580,4990,4100,8380,16400,9420,6090,21950,15550,37000,31600,8188.08,4040,8910,3410,4620,9470,4550,25350,18400,9100,2640,51200,11250,4300,10200,15820.56,15950,17850,10300,6540,5500,14950,5130,10300,2900,10150,14350,9550,13400,26750,59500,3850,8500,12700,3370,21150,61500,27400,5400,8000,3050,36400,10050,16200,25000,15950,45700,6760,4869.787,6330,48900,3400,20900,41400,9900,11450,5906.31,17400,2720,14250,12750,4370,16050,13000,35182.32,102000,44100,9200,20700,13900,85000,13400,14400,14050,11000,28200.75,16400,9500,69380.92,27200,18250,23350,8990,15300,7700,23300,10000,34000,15500,19000,112100,13650,18650,16519.41,27500,22776.6,17941.3,6090,38949.18,3980,8710,4660,29500,12400,9010,113500,4600,11650,13300,6060,42583.19,5910,4210,15800,20100,2290,4770,83400,6120,74000,32930.755,177426,7200,13250,21432.32,13000,11600,17450,18000,6320,68586,17000,8640,32150,58500,14550,10450,4050,10100,14850,25800,13150,15400,3630,44400,14000,7890,43000,9650,14007,16100,9200,30150,26900,19250,7860,20000,40950,26000,109800,2960,58000,11000,30300,46700,28524,25900,6790,7899.71,30500,46500,8530,3030,32300,10450,4200,3180,36000,29287.12,43250,8060,3570,38118.6,19000,17500,32000,3380,48900,6690,49480.11,66600,8590,19000,7020,64000,33950,3230,3670,22000,6680,94500,26047.27,3900,9900,2990,11300,4460,20650,4800,23500,24850,11800,6840,34850,9260,11500,81000,249900,15600,23803.68,38500,8390,37900,36650,68000,54500,20250,69600,6200,7750,7860,103000,17100,13600,9280,8600,20400,81342.72,17400,9410,16800,23400,14750,5100,61000,9600,7110,30550,31550,31500,17900.19,11900,7460,5700,9040
2022-10-31T00:00:00,7700,10900,7690,9250,8450,34650,22400,14500,47300,12100,29952.44,12900,32727.6,13850,7630,1270,28900,14350,3980,8290,25500,9960,5232.03,52500,28150,54200,6150,7950,81800,17100,46000,25900,34550,4730,13900,24850,61000,11000,18000,14300,45000,49239.75,45500,20500,8890,50000,27050,5840,17750,23582.65,4400,15200,27900,34800,25000,35000,39250,9140,8400,27000,31050,5680,12550,15700,38800,42100,25800,24600,12800,55300,11150,45850,27350,4020,4300,10350,14750,38850,11950,7150,23800,33000,73508.71,61000,29200,40424.31792,86000,10850,17700,2040,44100,25800,43300,53113.5,16800,23150,4520,64412.83,50796.56,6500,20900,12600,47838.87,14000,7910,4710,17580,37000,8000,16250,14750,8010,4460,4380,9880,23700,47000,4090,3570,35600,75600,81800,24300,13600,20000,7000,8450,7320,7390,,11850,12910,15790,13110,22250,13080,196400,111100,33054.8,12750,13400,27000,13100,45950,12444.87,9300,16000,14400,8660,35100,1580,4730,3460,7848.8,20100,10100,6000,20500,16400,28200,29700,8544.9,4030,9750,3150,5500,10000,4100,29750,15650,25700,2370,57000,11400,4790,10000,15443.88,16000,18500,11600,7530,5100,16800,5270,10800,3100,18900,15750,12100,13150,28500,53200,3720,8900,10950,3180,17500,61500,22700,6300,8460,2950,37300,9550,16500,25000,15950,42560.64,6900,4963.257,9250,48650,3100,19500,43000,10000,10217.8,5699.73,17700,2180,14600,13700,4200,14600,12400,34574.115,85500,51600,9680,19050,16500,83546.1,12500,12700,13076.4,13550,22560.6,15950,,70722.54,25400,17600,70000,7480,13200,9040,22800,8810,35150,18200,17957.24,113895.08,43700,22350,16332.75,26500,25647.6,19492.98,6420,36937.72,4220,9000,4860,27340.05,10400,9350,103300,4200,10350,15000,5660,48890,5910,4250,17200,16700,2080,5210,77000,7370,79000,34364.605,182650.21,8300,15000,23680.8,12522.3,12150,16650,16700,6100,69455.4,20220.27,9970,35600,60600,15750,11200,4280,9955.775,15000,27750,14000,15950,4030,62200,14000,7380,40100,9400,14490,19800,11000,30950,36000,16300,7340,16150,39450,27450,112200,3149.602,53600,11650,27550,45043.2,28333.84,24600,6510,6944.8,31850,43900,9120,3100,30000,12500,4270,3300,32300,25581.585,43250,8100,2710,39584.7,23450,17000,31805.79,3930,53300,5960,49381.74,66800,10900,23000,7630,56400,29350,2990,3760,20700,8180,90972.6,29242.66,3750,11500,3100,11450,4250,22954.88,4150,25250,26900,11300,7090,36100,10600,10200,73500,239800,15950,25403.52,34027,8300,44750,40600,73000,45000,19600,55400,6880,6490,7500,107600,18461.065,11500,9030,7500,21400,77118.4,16900,10400,16350,25100,21000,4500,58000,10700,7500,24600,34800,34300,18373.74,11950,7200,6010,12200
2022-09-30T00:00:00,9890,11650,9500,10950,10039.26,34000,22200,16200,67247.3333,14800,39161.42,13700,32727.6,15400,9800,1730,37882.88,16100,6120,10850,26600,13237.12,6287.615,57000,22450,60500,8500,12300,89884.26,23100,51000,27050,33900,5454,16950,28000,54645.12,11950,29163,15855,43650,50177.65,49000,23350,11650,52401.75,24850,7830,18150,23772.45,7300,19350,25363.89,35450,27208.32,37000,45800,10450,11400,35400,40000,6090,14500,15297.36,40250,57700,23050,23200,13400,60000,16450,42000,32000,5400,6650,14100,21350,41950,13000,8990,23850,33700,74177.84,64400,36000,47684.19542,85500,11150,29700,2990,45550,37000,46850,62683.5,18300,28200,7250,65465.64,51184.32,9770,25000,12650,50284.62,20300,13136.495,5000,19920,34200,11700,17400,14500,9760,6090,4900,13650,21200,47500,5640,3570,46000,80500,73300,31700,13250,14400,7250,10000,8370,7440,,13740,14490,19000,15530,25500,15000,196400,110000,37624.14,18200,19000,32100,16200,46824,13563.51,10550,16000,20356.6,13250,41500,1580,6700,4500,10105.33,21600,16350,7300,24500,19150,40450,40700,8638.8,5910,12926.8,4710,6600,13450,5620,27150,21200,25700,3590,57000,14800,6280,13800,15396.795,18450,25444.19,11206.8,8250,6960,21499.14,6500,13350,3810,18900,16634.5,14500,16700,34250,62000,5200,11850,9500,4740,29000,62500,28050,7720,9220,3700,35650,12300,24100,20050,15500,42363.6,9900,7477.6,14550,48548,5400,25100,44050,11200,11217.84,9202.2,20000,3250,20500,16750,5800,19500,12730.26,32000.94,99000,64000,12200,18400,19400,86138.91,21000,12900,16422.42,18300,29981.85,19500,,78484.77,27752.975,24600,84900,12000,15300,14500,23300,11900,35000,22300,28262,108284,51100,32400,17359.38,30500,26030.4,22305.4,7100,50377.93,4800,10250,6750,31560.97,10750,9400,106176.1,5950,12350,16500,8790,50845.6,9030,6520,19800,19600,2900,6630,84000,8450,77000,35272.71,182354.5,9855.375,17500,23728.64,15138.9,12100,18700,20000,8463.64,73222.8,20497.26,12400,39948.985,67900,18850,17700,4876.432,10825.275,14900,27207.36,14200,17250,5400,64000,17550,6980,41800,16750,15600.9,15750,12000,30600,36050,19800,12100,20600,26900,40600,104900,5112.262,65000,11950,40900,50428.8,29474.8,32500,11200,9809.53,33500,43200,9504,3900,37441.4,18338.8,4990,5250,38550,26965.58,43250,10150,4160,47208.42,26000,23050,30748.8,5500,54600,8750,51644.25,65500,14900,24650,9500,70000,38450,3950,6350,25000,9120,93418.1,37618.455,5700,11400,4070,10800,6310,27597.44,6210,31700,27600,14450,7330,44000,12050,15000,73200,233100,21350,28506.24,33540.9,11250,38450,51400,82692.6,50700,22000,55000,6900,6900,9800,110900,20916.245,17500,10200,10000,22277.8,71027.52,18050,13850,18000,24262.7,22950,7300,59900,12050,9600,28000,35350,36600,19415.55,11900,7550,7000,19000
2022-08-31T00:00:00,11950,12100,11650,12200,11933.46,41300,24650,16270.65,66217.1104,20100,39998.6,16390.075,33000.33,26100,12700,2510,52668.8,18450,7870,13150,27800,14042.08,7710.36,59700,29600,62400,9410,15500,91273.2,26150,54300,30191.08,40000,5644.89,17550,30400,61665.5,13150,28385.32,16308,47700,54867.15,50300,24750,13100,51921,29600,9540,18800,22965.8,8560,23800,26591.175,36100,27667.92,32550,42869.4,13349.625,15200,38717.44,42000,7120,15850,16474.08,50200,72300,20000,28250,14600,73300,19100,45850,38950,6340,7620,15950,28650,42000,13700,9770,25000,37500,95112.05,71700,38500,49746.66062,91000,10700,38000,4000,48531.6,46250,54500,72540.6,23419.2,30150,8990,65848.48,52735.36,10750,26600,13250,51458.58,26500,18682.005,6050,22060,30350,13478.98,17050,16000,9900,7140,5550.02,14831.22,22150,42800,6990,4000,52100,86600,91000,38700,11200,,8380,,9360,8560,,15430,16290,21000,18010,27800,17080,196400,117100,41804.6,21800,24250,45480.08,22031.475,49555.4,16499.94,11500,17100,25664.9,12950,64500,1820,7850,5610,11478.87,25850,19500,8140,26100,21360,54500,54500,9005.01,6480,14209.975,6280,7780,14250,6760,32400,23000,26000,4860,57000,17332.64,6440,15335.925,16317.32558,18630.29,34129.015,12327.48,10200,7500,23165.74,6870,17250,4510,19300,17074.825,19982.1,22800,35000,62900,7000,12863.765,11600,5420,34700,67000,37000,9530,10350,4510,33900,21050,27050,27499,17650,43398.06,11300,10094.76,8690,45622.8,6040,40400,44350,11850,13739.68,10235.1,23750,3950,22550,16300,7000,23200,14614.8,39299.4,114500,74000,13100,19831.7,18450,90268.2,27050,14650,17845.44,21200,41410.575,17200,,84330.4,26679.925,26400,81900,15850,17650,14600,25000,15000,35000,25400,34479.64,114879.48,55200,43500,18852.66,32400,26317.5,24051.04,7763.4,64549.58,6180,10200,8650,40482.46,12300,9930,113916.04,7500,14000,18200,11050,65023.7,11350,8240,20700,21800,3870,8360,97400,9350,86100,33552.09,185213.03,12403.35,18600,23441.6,17054.625,13316.8,19200,19000,11019.4,82786.2,20312.6,13400,42853.5,71800,20381.68,18319.42,4948.944,13564.2,14950,26917.92,14950,17300,6740,70100,20700,8200,42686.88,19100,17098.2,16147,13200,32250,37000,24000,13000,24800,28200,43800,97000,5280.49,66400,12500,53900,55390.896,29474.8,38950,13500,10504.01,37200,44750,10416,4600,41382.6,22633.94,6440,5400,39600,27099.515,43500,9150,7560,51899.94,24300,27000,31997.97,6240,59100,10050,55972.53,73000,18950,25500,10200,67800,39700,4360,7760,28000,10450,85103.4,39201.6836,7360,12000,4910,11150,7860,30305.6,8260,32000,29208.38,14850,9130,44950,13550,14550,84000,245000,21650,35972.16,34464.49,13600,44900,67104.75,90971.6,61000,25000,63700,7450,7010,13600,121600,22946.49,21700,11600,11300,23246.4,74171.2,17650,16800,21201.06,22536.5,27598.26,9000,59546.05,11450,12400,27700,35586.18,39850,23203.95,11395.6,8100,7820,21600
2022-07-29T00:00:00,12250,11900,12400,11400,11744.04,39004,24600,18316.375,64549.5046,18750,36835.92,16694.4,32954.875,28500,11200,3030,41313.6,18000,6660,13000,27550,13773.76,6397.763,60800,33400,68100,9200,14081.85,72919.35,22500,52000,27143.4,37300,5372.19,16487.55,28100,56827.13,13839,27704.85,15039.6,47249.93,54210.62,47700,23960.46,14050,52978.65,26150,9280,18800,22301.5,7110,20000,17409.265,35500,26656.8,34650,42796.74,12340.375,14400,33658.88,42700,7050,15255.1,16866.32,42400,60300,20350,27200,14800,67500,14294.95,41950,40700,6670,7570,14736.96,23800,40950,13500,8940,24900,29300,85361.87,58600,36800,51974.12304,92300,9900,38300,4260,48531.6,44250,44600,66990,22638.56,27700,8920,63637.96184,51572.08,8800,24450,15300,50969.43,24800,14772.875,5400,20950,30000,13820.22,18000,15000,9888.94,6460,4956.742,15224.1,25200,44500,6990,5430,49700,82539.75,72000,31750,11200,,8600,,8950,8110,,14570,15060,17480,16850,26400,15890,196400,107500,42776.8,21600,23000,46127.23632,19612.85,48775,16872.82,10400,15800,23278.6,11150,66000,2380,7330,5380,11135.485,21150,18754.56,8250,26100,19320,46500,52900,8920.5,6310,13877.3,6290,8000,14850,6490,29150,21500,26200,5100,57500,14124.435,6340,15528.225,15377.58432,17873.73,32579.83,11813.835,9100,7220,23207.405,6510,16500,4130,19300,16781.275,17519.19,19750,33500,66500,7430,10091.01,11800,5390,37700,69879.6,37500,9090,9680,4530,35300,10600,27500,27017.2,18300,48274.8,10818.29,8804.874,9090,45573.21,5380,36500,45000,10881,13217.92,9577.8,21374.145,3880,24150,16400,6880,23300,14307.12,42433.995,106100,61000,11800,20025.18,17500,87867.45,21700,14200,17307,17800,38738.925,17600,,89792.71,25363,28000,74500,14100,18150,12550,27500,14300,35470.8,22850,32349.12,101885.4,52600,33800,18199.35,30460.05,26030.4,24099.53,7436.52,61166.67,6290,10699.6,8230,39427.23,11800,9660,113122.2,7090,13350,17500,11000,59156.9,12500,4500,15318.335,18900,4000,8010,90684.3,9390,75200,34890.35,177426,11297.625,18400,20730.9856,16821,13041.28,18450,19000,10834.2,84270.6522,21328.23,12700,42411.21379,72427.5,18187.48,19352.47,4858.304,12738.175,14119.975,26194.32,15700,17400,6320,70300,18000,8230,41081.4,17400,17098.2,15906,13150,31850,37600,21350,15700,24700,28850,43530.48,106800,4990.764,71000,12850,50769.4,51362.4672,27677.02736,37900,11950,10243.58,34099.38,43750,10080,5140,39165.675,14284.96,6190,5800,39900,27188.805,43050,8840,5350,48870,25000,27350,30364.44,6440,50500,9140,57054.6,75000,22000,25100,9920,64300,45250,3940,7220,26600,9110,84809.94,37213.1924,7040,11700,4410,12100,8140,26952.64,7060,31650,28425.19,14950,8160,45950,13550,14500,74700,234000,22500,30205.56096,35485.3,12700,42280.20872,60129,80257.6,59900,26600,64000,6980,6350,10471.74,125700,21010.675,19100,11500,11600,18839.27,71518.72,15200,17050,19134.29,20666.45,30294.36,9050,56364.2,11900,12500,28000,36412.635,39300,22730.4,11211.8,7660,8100,24500
2022-06-30T00:00:00,11300,11550,9300,13200,10276.035,38028.9,24000,13416.15,65766.3265,24300,35068.54,16955.25,34545.8,27200,9410,2920,51219.2,18550,6250,12000,27700,13416,6149.93,57900,33200,79759.31,8880,13019.94,66470.7,23100,52700,26857.68,33500,4972.23,12855.51,29400,54739.99,12178.32,21726.435,15130.2,46313.8,49239.75,51000,23769.54,13200,53844,29200,8972.64,17200,22301.5,6140,15850,11545.57,36300,26335.08,35500,42506.1,11927.5,15409.245,35059.08941,50000,6530,12958,17405.65,44700,53800,25905.28,26150,12900,62000,11783.675,41800,41500,5350,6920,15263.28,19600,41400,11850,8450,25100,30909.45,111362.35,63892.8,37000,52809.00895,87800,10100,29017.38,3750,48055.8,48700,46976.1,68712.6,21955.5,27200,8290,58022.84756,45901.09,8500,25800,15900,50773.77,19500,16727.44,5110,21350,32000,13308.36,20400,14400,9242,6350,4640.965,12277.5,24000,42200,6400,5750,58800,85208.7,91200,28210.66,13200,,9380,,9000,8120,,14840,15330,17500,16550,27590,16190,196400,112439.25,43894.83,24500,19100.35,47835.65248,19964.65,50726,15987.23,10550,15200,21963.7,8320,72500,2430,6940,4850,10644.935,16484.18,15344.64,8100,20200,19200,37000,47081.45,9061.35,5540,11073.325,5890,6820,16000,5000,35250,22300,27300,3860,56000,13416.13,5727.33,14903.25,15121.29125,18441.15,28260.89,11393.58,8700,7160,20332.52,6440,15500,4280,19850,16389.875,19796.22,18200,34150.62,59500,7630,8863.725,11550,5020,32700,64328.88,35363.99,7200,10500,4330,34200,10500,24600,27499.65,18700,46107.36,8909.18,7664.54,9310,41606.01,5010,32800,42400,10881,11348.28,8929.89,20165.86,3800,29700,16550,5512.528,24050,13076.4,47814.27,111182.4,71500,11400,21331.17,16000,87462.91402,19900,13100,17768.52,17800,35424.1,16700,,85712.36443,24192.4,25150,74500,12700,16800,12050,23400.36,14750,36456.1,20700,34349.2,97554.67002,51800,37600,17732.7,29994.3,25839,24204.38478,6673.8,59429.5,7180,10187.88,7350,38659.79,14900,9720,127510.55,7050,13600,17050.25,10884.28,59059.12,8860,4210,15091.06,20200,3790,7520,95462.29,7750,86200,33586.62667,152389.22,10480.35,18400,19606.7456,17428.425,12995.36,17800,18600,8417.34,82860.9201,20774.25,14100,39681.15063,65667.6,17066,17906.2,4803.92,11738.25,13471.845,26047.28448,15350,17850,6400,71900,15000,8500,38625.96,18100,16915.0464,15906,12850,31600,36000,18800,12096.18,21500,30350,44221.44,101703.81,5430.026,73100,12268.74,44190,52552.6848,27223.3056,35550,9960,9054.595516,31979.445,46500,9696,4420,38377.435,10810.24,5700,5500,41000,23215.4,43000,9200,6800,49945.14,25000,23850,31421.43,5790,49600,9000,53611.65,80800,22750,26000,9400,48317.5,41000,3810,7030,27150,9110,90972.6,39106.99354,6500,10925.62,3800,14000,7130,28467.92,7020,32250,27918.42,15299.28,8690,40500,11619.575,15300,74800,237500,17500,24649.22938,36943.6,10779.45,36683.18646,51679.5,91069,62100,21500,73500,7660.295,6410,7995.083867,130000,21435.61,17400,11750,11450,18306.03633,68553.14912,12950,17300,19334.3,18125.1,28431.6,6128.76,57273.3,12200,9820,28550,40496.295,45000,21499.17,10292.8,7890,7157.6,22300
2022-05-31T00:00:00,12600,12350,14270.625,20000,13543.53,39979.1,25240,14272.5,66055.15965,26600,43812.42,25780.675,35818.54,31450,13050,3840,51025.92,21450,9750,15900,28600,16099.2,8729.229,55700,35300,74139.68,11150,19391.4,72522.51,28960.2,54300,26524.34,35300,6635.7,16057.44,30700,56732.26,13008.66,27656.245,15673.8,49762.7,49333.54,51600,25583.28,15400,54324.75,32700,9731.52,17550,23914.8,9330,22200,18682.005,36472.8,27024.48,34300.1,43741.32,14129.5,17727.45,37038.23155,65900,8100,19113.05,17160.5,47408.55,54400,24286.2,27900,14950,65556.08,16728.955,39600,49400,8070,9350,13158,24762.4,45305.88,12700,13524.08,27050,35156.55,98491.04179,70502.4,44550,57521.19744,93900,10450,49509.88,5500,47580,54849.08,54897.56,74837.4,28590.94,29199.2,14000,62702.10946,45561.8,12100,37500,12850,52865.86455,27650,18272.91,5620,22300,33200,16294.21,22650,14550.135,10997.98,8000,6315.54,17777.82,24200,42800,9600,6110,62500,89711.73267,82294.38,29028.925,12800,,8690,,9620,8600,,15690,17760,20000,18000,28000,17200,196400,114580.95,47151.7,22641.6,23203.75,59367.46156,20153.9184,54432.9,15474.52,11700,14735.76,24544.8,9220,83000,3220,8528.813,7430,11331.705,18948.31,20413.44,11300,23750,20880,48800,42831.62,9859.5,7310,15493.15,6800,9490,18555.68,6470,34200,26260.96,26150,6210,52000,18999.24,6818.25,16393.575,16146.46354,18661.79127,34833.19,12327.48,11600,8420,23165.74,7700,18650,5220,20100,16047.4,22770.3,19900,34437.6,67900,12350,11363.75,14900,7200,33375,61850.88,38227.655,10450,11700,6250,33400,13600,33800,29381.205,23800,43348.8,13954.685,12992.33,11700,41457.24,6990,33675.81,41660.9,11950.5,13044,10563.75,23124.075,5370,29050,18100,8087.52,25087.96,15768.6,48035.00163,111579.48,71979.075,14950,23217.6,19500,81266.87597,32000,17800,21153,24091.78,47248.625,18100,,86537.40323,22826.7,26832.4,78000,15900,19900,13250,24935.49,17900,35569.33,22850,32218.68,98130.78027,54800,41000,19272.645,30925.8,25696.32566,27160.64551,9061.84,60343.8,8340,10420.48,10450,42209.2,14600,10500,113422.3906,9220,13550,17439.97,15200.46,79495.14,16750,6200,20818.39,21400,5280,10250,126860.51,9400,90500,34610.04188,151304.95,11730.3,21302.5,18797.2928,16353.75,13867.84,19300,18750,12547.3,87716.664,21928.375,16199.92,42982.62236,67116.15,20332.92,19834.56,6163.52,12868.6,13657.025,26698.46659,13800,17750,10900,72800,15700,10300,39192.6,22249.11,18982.44096,16773.6,13800,28321.02,37293.54,26785.81,12642.9,22350,30250,46207.95,101703.81,6747.812,60499.53,12807.18,52046,54017.568,27858.51606,37150,15650,11550.95596,33918.96,52349.92,12048,5540,39116.41,14478,7740,8000,37200,23036.82,47500,11000,9170,60445.56323,27000,28000,31997.97,7160,42850,12350,57649.67948,90000,24400,27622,11250,50531.25,38000,5280,12000,32350,9650,90492.20598,39485.75377,10250,12592.24,5690,16500,9720,31530.72,10100,34400,27872.35,16715.88,10550,52400,13547.93,17384.88,78900,236100,24772.975,29086.83648,37040.82,14764.58,36758.8219,39398.25,100127.2,69600,26800,78800,8434.15,7810,11702.30153,130900,25496.1,25250,12000,12100,21325.58871,68078.40432,13300,15550,20667.7,16830.45,42068.49341,8765.984,55909.65,12964.05,14500,30150,41986.10168,36000,19169.304,12406.5,10350.545,7282.858,18550
